name,priority,descriptions,start,end,sprintId,status,tag,topics,assigneeId,reviewerId,subtasks,complexOfDescription,sprint,projectId,uniId,id
Tối ưu hóa mã nguồn các mẫu đã dùng,MAJOR,<p>Xem xét lại và tối ưu hóa mã nguồn của các Design Pattern đã áp dụng để cải thiện hiệu suất và khả năng bảo trì.</p>,2025-04-20,2025-04-27,sprint9-project9,TODO,PRACTICE,"OOP,Python",21130367,21130359,Refactor code - Kiểm tra hiệu suất,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Kiểm tra tính đúng đắn của các mẫu thiết kế,MAJOR,<p>Thực hiện các bài kiểm tra đơn vị và tích hợp để đảm bảo các Design Pattern hoạt động chính xác.</p>,2025-04-22,2025-05-01,sprint9-project9,TODO,PRACTICE,OOP,21130359,21130386,Unit Test - Integration Test,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Cải thiện tài liệu kỹ thuật,MINOR,<p>Cập nhật và bổ sung tài liệu kỹ thuật cho các mẫu thiết kế đã sử dụng.</p>,2025-04-25,2025-05-03,sprint9-project9,TODO,THEORY,Document,21130386,21130367,Viết thêm - Sửa lỗi chính tả,LOW,fb4952a3-6fbb-416b-92b3-d13f835e0de6,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Viết báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp toàn bộ tài liệu dự án, bao gồm mô tả kiến trúc, các sơ đồ (Class Diagram, Use Case Diagram) và giải thích các Design Pattern đã áp dụng.</p>",2025-05-04,2025-05-08,sprint10-project9,TODO,THEORY,Document,21130367,21130359,Tổng hợp tài liệu - Viết báo cáo,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Chuẩn bị bản demo ứng dụng,MAJOR,<p>Chuẩn bị một bản demo ứng dụng quản lý lớp học online đã hoàn thiện để trình bày.</p>,2025-05-05,2025-05-09,sprint10-project9,TODO,PRACTICE,Python,21130359,21130386,Kiểm thử cuối cùng - Luyện tập trình bày,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Kiểm tra lỗi và sửa lỗi,MINOR,<p>Kiểm tra toàn bộ ứng dụng để tìm và sửa các lỗi còn tồn đọng trước khi báo cáo.</p>,2025-05-06,2025-05-10,sprint10-project9,TODO,PRACTICE,Python,21130386,21130367,Test chức năng - Sửa lỗi,MEDIUM,248f987f-a6ca-401f-af4d-776eb16310c2,a6154ca9-d3f9-4a18-a20a-e0da52601faa,21130359,
Chọn đề tài và ngôn ngữ,MAJOR,<p>Lựa chọn đề tài cho ứng dụng quản lý đồ ăn thức uống và ngôn ngữ lập trình (ví dụ: Java).</p>,2025-02-09,2025-02-15,sprint1-project10,DONE,THEORY,"Java,OOP",21130371,21130390,Nghiên cứu đề tài - Lựa chọn ngôn ngữ,MEDIUM,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,f4649b04-0856-4887-a501-28cd68070bfa
Xác định yêu cầu chức năng,MAJOR,"<p>Thu thập và phân tích các yêu cầu về chức năng quản lý món ăn, đồ uống, giá cả, mô tả.</p>",2025-02-10,2025-02-14,sprint1-project10,DONE,PRACTICE,Document,21130390,21130076,Thu thập yêu cầu - Phân tích,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,5884d36c-7373-4c23-bf8f-85184dcdafd2
Lên kế hoạch dự án ban đầu,MINOR,"<p>Xác định phạm vi, mục tiêu và các mốc thời gian chính cho dự án quản lý đồ ăn thức uống.</p>",2025-02-11,2025-02-15,sprint1-project10,INPROCESS,THEORY,Document,21130076,21130371,Xác định scope - Đặt mục tiêu,LOW,1b19a7f7-7e06-4a7c-a3a0-918eb14670bf,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,acec5d12-bc6b-4556-b7d6-e3aab1cf720b
Tìm hiểu 4 nguyên tắc OOP,MAJOR,"<p>Nghiên cứu sâu về Tính đóng gói, Kế thừa, Đa hình và Trừu tượng trong ngữ cảnh ứng dụng quản lý thực đơn.</p>",2025-02-16,2025-02-20,sprint2-project10,DONE,THEORY,OOP,21130371,21130390,Đọc tài liệu - Xem ví dụ,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,40a14a19-d0a5-48a6-a0ff-5ae81d31d2a7
Thiết kế Class Diagram cho Món ăn và Đồ uống,MAJOR,"<p>Vẽ Class Diagram cho các lớp <code>MenuItem</code>, <code>Food</code>, <code>Beverage</code>.</p>",2025-02-18,2025-02-25,sprint2-project10,INPROCESS,PRACTICE,"OOP,Document",21130390,21130076,Thiết kế lớp MenuItem - Thiết kế lớp Food,MEDIUM,49dd8be6-7191-430b-acae-501c1bee2770,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,81a742f6-d00e-4497-9ba8-ca0eb3909475
Hiện thực lớp Food và Beverage,MAJOR,"<p>Viết mã Java cho lớp <code>Food</code> và <code>Beverage</code>, áp dụng các nguyên tắc đóng gói.</p>",2025-02-22,2025-03-01,sprint2-project10,INPROCESS,PRACTICE,Java,21130076,21130371,Code lớp Food - Code lớp Beverage,HIGH,49dd8be6-7191-430b-acae-501c1bee2770,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,a10adb48-a933-4152-bf68-e0bb105709f2
Áp dụng Strategy Pattern cho tính giá,MAJOR,"<p>Hiện thực Strategy Pattern để quản lý các phương thức tính giá khác nhau (ví dụ: giá gốc, giá khuyến mãi).</p>",2025-03-02,2025-03-08,sprint3-project10,INPROCESS,PRACTICE,"OOP,Java",21130371,21130390,Thiết kế Interface PricingStrategy - Hiện thực Concrete Strategy,HIGH,542b89e4-501f-418c-8e43-890f945e847a,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,04470022-f161-4e0f-a502-99fac6c8b895
Ghi tài liệu về Strategy Pattern,MINOR,<p>Viết báo cáo ngắn gọn về cách áp dụng Strategy Pattern trong dự án quản lý đồ ăn thức uống.</p>,2025-03-03,2025-03-07,sprint3-project10,TODO,THEORY,Document,21130390,21130076,Mô tả Pattern - Ví dụ minh họa,LOW,542b89e4-501f-418c-8e43-890f945e847a,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,c5c8d3dc-14ac-4d9f-8643-fa10cc1c7134
Hiện thực Singleton Pattern cho quản lý thực đơn,MAJOR,<p>Áp dụng Singleton Pattern để đảm bảo chỉ có một thể hiện của lớp <code>MenuManager</code>.</p>,2025-03-09,2025-03-15,sprint4-project10,INPROCESS,PRACTICE,"OOP,Java",21130076,21130371,Thiết kế lớp Singleton - Kiểm thử,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,728e23c5-d566-4b0d-9909-911fa27232df
Hiện thực Observer Pattern cho cập nhật thực đơn,MAJOR,"<p>Hiện thực Observer Pattern để thông báo cho các thành phần giao diện khi thực đơn thay đổi (ví dụ: thêm món mới, sửa giá).</p>",2025-03-10,2025-03-14,sprint4-project10,TODO,PRACTICE,"OOP,Java",21130371,21130390,Thiết kế Subject - Thiết kế Observer,HIGH,00bf93d6-7893-481b-b3a6-7536a788f22d,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,5c1dc6ac-58ec-4607-939b-b1e518fa98c6
Ghi tài liệu về Singleton và Observer,MINOR,<p>Viết tài liệu giải thích cách sử dụng Singleton và Observer Pattern trong hệ thống.</p>,2025-03-11,2025-03-15,sprint4-project10,TODO,THEORY,Document,21130390,21130076,Tóm tắt Pattern - Ví dụ áp dụng,LOW,00bf93d6-7893-481b-b3a6-7536a788f22d,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,52d5e4fc-d5d4-4818-8009-8387ad193a26
Thiết kế Factory Method cho tạo loại món ăn,MAJOR,"<p>Hiện thực Factory Method Pattern để tạo các loại món ăn khác nhau (ví dụ: món chính, món khai vị, món tráng miệng).</p>",2025-03-16,2025-03-22,sprint5-project10,TODO,PRACTICE,"OOP,Java",21130076,21130371,Thiết kế Creator - Hiện thực Concrete Creator,HIGH,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,5c697b56-7bb9-4027-ba45-023e614fcdfa
Nghiên cứu Abstract Factory Pattern,MAJOR,<p>Tìm hiểu về Abstract Factory Pattern và khả năng áp dụng để tạo các bộ đối tượng liên quan (ví dụ: bộ giao diện cho nhân viên/khách hàng).</p>,2025-03-17,2025-03-21,sprint5-project10,TODO,THEORY,OOP,21130371,21130390,Đọc tài liệu - Phân tích ví dụ,MEDIUM,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,169b991f-a8a7-48e6-a50d-833385cf8ab9
Ghi tài liệu Factory Method,MINOR,<p>Viết mô tả cách Factory Method Pattern được sử dụng để tạo đối tượng món ăn.</p>,2025-03-18,2025-03-22,sprint5-project10,TODO,THEORY,Document,21130390,21130076,Giải thích Pattern - Minh họa code,LOW,1d95edd7-9ceb-4e2c-af16-35735c0d39e8,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,e581b8d2-89f0-4a8e-bb29-72ac7ec2f0c7
Hiện thực Decorator Pattern cho thuộc tính món ăn,MAJOR,"<p>Áp dụng Decorator Pattern để thêm các thuộc tính bổ sung vào món ăn (ví dụ: món ăn đặc biệt, món chay, có thêm đá).</p>",2025-03-23,2025-03-29,sprint6-project10,TODO,PRACTICE,"OOP,Java",21130076,21130371,Thiết kế Component - Hiện thực Decorator,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,519f1fed-b286-404f-8590-e86c3b5eb888
Hiện thực Iterator Pattern cho duyệt thực đơn,MAJOR,<p>Sử dụng Iterator Pattern để duyệt qua danh sách các món ăn và đồ uống trong thực đơn.</p>,2025-03-24,2025-03-28,sprint6-project10,TODO,PRACTICE,"OOP,Java",21130371,21130390,Thiết kế Iterator - Hiện thực Aggregate,HIGH,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,536a1478-da80-43de-98e0-ee50348f3da0
Ghi tài liệu Decorator và Iterator,MINOR,<p>Tài liệu hóa việc áp dụng Decorator và Iterator Pattern trong dự án.</p>,2025-03-25,2025-03-29,sprint6-project10,TODO,THEORY,Document,21130390,21130076,Mô tả cách dùng - Ví dụ code,LOW,4d8b7804-ba53-497d-8f69-3ecbe2ba6c05,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,432891f3-984a-48d9-b58e-034eb82a6e8b
Thiết kế Template Method cho quy trình đặt món,MAJOR,"<p>Áp dụng Template Method Pattern để định nghĩa quy trình đặt món với các bước có thể thay đổi (ví dụ: chọn món, xác nhận, thanh toán).</p>",2025-03-30,2025-04-05,sprint7-project10,TODO,PRACTICE,"OOP,Java",21130076,21130371,Thiết kế Abstract Class - Hiện thực Concrete Class,HIGH,fca63275-f3b3-4839-b287-a8b7474dd393,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,d0991066-cbab-43a3-84ea-1396939c7d9a
Nghiên cứu Visitor Pattern cho báo cáo doanh thu,MAJOR,"<p>Tìm hiểu về Visitor Pattern và cách sử dụng nó để tạo các loại báo cáo doanh thu (ví dụ: theo món ăn, theo loại đồ uống).</p>",2025-03-31,2025-04-04,sprint7-project10,TODO,THEORY,OOP,21130371,21130390,Đọc tài liệu - Phân tích ví dụ,MEDIUM,fca63275-f3b3-4839-b287-a8b7474dd393,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,3a1a72fe-a3bf-4958-8318-cd18bd1ccc3e
Ghi tài liệu Template Method và Visitor,MINOR,<p>Viết tài liệu chi tiết về việc áp dụng Template Method và Visitor Pattern.</p>,2025-04-01,2025-04-05,sprint7-project10,TODO,THEORY,Document,21130390,21130076,Giải thích cách hoạt động - Minh họa,LOW,fca63275-f3b3-4839-b287-a8b7474dd393,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,9fe0c80b-b72a-4114-bda5-b15dfc506ed7
Thiết kế cấu trúc MVC cho ứng dụng,MAJOR,<p>Phân tích và thiết kế kiến trúc Model-View-Controller (MVC) cho toàn bộ ứng dụng quản lý đồ ăn thức uống.</p>,2025-04-06,2025-04-12,sprint8-project10,TODO,PRACTICE,"OOP,Java",21130076,21130371,Xác định Model - Thiết kế View - Lập Controller,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,20d39079-8718-4b34-9250-fc6922d19a64
Hiện thực các lớp Model cơ bản,MAJOR,"<p>Viết mã cho các lớp Model như <code>MenuItem</code>, <code>Order</code>, <code>Table</code> theo mô hình MVC.</p>",2025-04-08,2025-04-15,sprint8-project10,TODO,PRACTICE,Java,21130371,21130390,Code Model MenuItem - Code Model Order,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,06bc62e9-d08a-4470-82cb-510fcaa033c9
Hiện thực View cho thực đơn,MAJOR,<p>Thiết kế và viết mã cho giao diện hiển thị thực đơn.</p>,2025-04-10,2025-04-19,sprint8-project10,TODO,PRACTICE,Java,21130390,21130076,Thiết kế Layout - Hiện thực UI,HIGH,07743875-1d87-4d81-8c5c-4e909871d8f0,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,d4bcc354-a669-4100-9331-aaa60589eca0
Tối ưu hóa mã nguồn các mẫu đã dùng,MAJOR,<p>Xem xét lại và tối ưu hóa mã nguồn của các Design Pattern đã áp dụng để cải thiện hiệu suất và khả năng bảo trì.</p>,2025-04-20,2025-04-27,sprint9-project10,TODO,PRACTICE,"OOP,Java",21130076,21130371,Refactor code - Kiểm tra hiệu suất,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,7c44ccce-b406-4b78-8b32-0653d1dbcb74
Kiểm tra tính đúng đắn của các mẫu thiết kế,MAJOR,<p>Thực hiện các bài kiểm tra đơn vị và tích hợp để đảm bảo các Design Pattern hoạt động chính xác.</p>,2025-04-22,2025-05-01,sprint9-project10,TODO,PRACTICE,OOP,21130371,21130390,Unit Test - Integration Test,HIGH,fb4952a3-6fbb-416b-92b3-d13f835e0de6,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,3818c6f6-e8a5-4684-8423-9b8ce3c95160
Cải thiện tài liệu kỹ thuật,MINOR,<p>Cập nhật và bổ sung tài liệu kỹ thuật cho các mẫu thiết kế đã sử dụng.</p>,2025-04-25,2025-05-03,sprint9-project10,TODO,THEORY,Document,21130390,21130076,Viết thêm - Sửa lỗi chính tả,LOW,fb4952a3-6fbb-416b-92b3-d13f835e0de6,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,dcfd1398-a5f7-40b9-b6bf-af5ad81ff518
Viết báo cáo cuối kỳ,MAJOR,"<p>Tổng hợp toàn bộ tài liệu dự án, bao gồm mô tả kiến trúc, các sơ đồ (Class Diagram, Use Case Diagram) và giải thích các Design Pattern đã áp dụng.</p>",2025-05-04,2025-05-08,sprint10-project10,TODO,THEORY,Document,21130076,21130371,Tổng hợp tài liệu - Viết báo cáo,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,5dd51905-18a6-496e-8ec6-7063754f9f0b
Chuẩn bị bản demo ứng dụng,MAJOR,<p>Chuẩn bị một bản demo ứng dụng quản lý đồ ăn thức uống đã hoàn thiện để trình bày.</p>,2025-05-05,2025-05-09,sprint10-project10,TODO,PRACTICE,Java,21130371,21130390,Kiểm thử cuối cùng - Luyện tập trình bày,HIGH,248f987f-a6ca-401f-af4d-776eb16310c2,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,214d1cda-1ecf-4490-96c6-b9dc5ffbf56c
Kiểm tra lỗi và sửa lỗi,MINOR,<p>Kiểm tra toàn bộ ứng dụng để tìm và sửa các lỗi còn tồn đọng trước khi báo cáo.</p>,2025-05-06,2025-05-10,sprint10-project10,TODO,PRACTICE,Java,21130390,21130076,Test chức năng - Sửa lỗi,MEDIUM,248f987f-a6ca-401f-af4d-776eb16310c2,6cc2afa7-7786-4f77-9e9b-e5e3d3abbda7,21130371,c18b32c3-87c2-4a2b-837e-6bc88cbc410e
